ISBN10,Author,reviews_count,seller_name,Title,categories
031075013X,The Beginner's Bible,16713,ThriftBooks-Reno,The Beginner's Bible: Timeless Children's Stories,"[""Books"",""Children's Books"",""Religions""]"
312330537,Gregory David Roberts,10120,Vivé Liber Books LLC,Shantaram: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
312367546,Madeleine L'Engle,10229,ZBK Books,A Wrinkle in Time (Time Quintet),"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]"
031242678X,André Aciman,16661,Nextgenbooks,Call Me by Your Name: A Novel,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
9.78E+12,Roger Priddy,10049,Amazon,Bright Baby Touch & Feel Baby Animals (Bright Baby Touch and Feel),"[""Books"",""Children's Books"",""Early Learning""]"
312510780,Roger Priddy,31423,Amazon,First 100 Words: A Padded Board Book,"[""Books"",""Children's Books"",""Education & Reference""]"
312521065,Roger Priddy,11915,Goodwill Minnesota,"First 100 Board Book Box Set (3 books): First 100 Words, Numbers Colors Shapes, and First 100 Animals","[""Books"",""Children's Books"",""Education & Reference""]"
312537077,Kristin Hannah,23783,-OnTimeBooks-,Firefly Lane: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
312541538,Louise Penny,16032,Sayvmore,Still Life,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery""]"
312577222,Kristin Hannah,80180,-OnTimeBooks-,The Nightingale: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
312601557,Nancy Tillman,13550,goodwill_ind_of_mid_tn,On the Night You Were Born,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
312663153,Kristin Hannah,18128,Amazon,Winter Garden,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316015849,Stephenie Meyer,18585,Amazon,"Twilight (The Twilight Saga, Book 1)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
9.78E+12,Malcolm Gladwell,18586,P&G CONCEPTP&G CONCEPTBeyond Compare Store,Outliers: The Story of Success,"[""Books"",""Business & Money"",""Management & Leadership""]"
316017930,Malcolm Gladwell,18586,Alston & Oak,Outliers: The Story of Success,"[""Books"",""Business & Money"",""Management & Leadership""]"
316027650,Stephenie Meyer,10532,Frank C Fluharty,Eclipse (Twilight Sagas),"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
9.78E+12,Andrzej Sapkowski,21862,Amazon,The Last Wish: Introducing The Witcher,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
031602919X,Andrzej Sapkowski,10818,"Goodwill Retail Services, Inc.",Blood of Elves,"[""Books"",""Literature & Fiction"",""Short Stories & Anthologies""]"
316426725,Adam Kay,31432,MaddysAttic2019,This Is Going to Hurt: Secret Diaries of a Medical Resident,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
9.78E+12,Donna Tartt,39695,-OnTimeBooks-,The Goldfinch: A Novel (Pulitzer Prize for Fiction),"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
316055441,Donna Tartt,39695,Lanning Haas Books,The Goldfinch: A Novel (Pulitzer Prize for Fiction),"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
316428388,Robb PearlmanMelanie Demmer,12835,glenthebookseller,The Office: A Day at Dunder Mifflin Elementary,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
316067601,Marcus Luttrell,16175,Sunny with a Chance of Books,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
031606792X,Stephenie Meyer,14658,VMG Books & Media,"Breaking Dawn (The Twilight Saga, Book 4)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
316067938,Stephenie Meyer,14658,VMG Books & Media,"Breaking Dawn (The Twilight Saga, Book 4)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
316435589,Elin Hilderbrand,14680,UniqueStorez,"Troubles in Paradise (Volume 3) (Paradise, 3)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316435627,Elin Hilderbrand,14680,Reademption Frontier,"Troubles in Paradise (Volume 3) (Paradise, 3)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316438960,Andrzej Sapkowski,21862,Amazon,"The Last Wish: Introducing the Witcher (The Witcher, 1)","[""Books"",""Literature & Fiction"",""Short Stories & Anthologies""]"
316438987,Andrzej Sapkowski,10818,Amazon,"Blood of Elves (The Witcher, 3)","[""Books"",""Literature & Fiction"",""Short Stories & Anthologies""]"
316129089,James S. A. Corey,11732,Rich Media Direct,Leviathan Wakes,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction""]"
316460834,Jeffrey Eisner,24744,GoodwillBooks,The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step,"[""Books"",""Cookbooks, Food & Wine"",""Main Courses & Side Dishes""]"
316160172,Stephenie Meyer,18585,-OnTimeBooks-,Twilight,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
316160202,Stephenie Meyer,10532,California Book Bag,Eclipse (Twilight),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316475114,Vashti Harrison,10893,Amazon,Little Leaders: Bold Women in Black History (Vashti Harrison),"[""Books"",""Children's Books"",""History""]"
316478520,Malcolm Gladwell,12835,Wilson Mercantile,Talking to Strangers: What We Should Know about the People We Don't Know,"[""Books"",""Self-Help"",""Relationships""]"
316485616,Michael Connelly,14978,21 Six Comics and Collectibles21 Six Comics and CollectiblesJenson Books Inc,"The Night Fire (A Renée Ballard and Harry Bosch Novel, 22)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
316485624,Michael Connelly,34833,FindAnyBook,"Law of Innocence (A Lincoln Lawyer Novel, 6)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
316485640,Michael Connelly,15576,the_nps_store,"The Dark Hours (A Renée Ballard and Harry Bosch Novel, 4)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
031648623X,Patrice KarstJoanne Lew-Vriethoff,14226,MidwestMixedMedia,The Invisible String,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
316206857,Robert Galbraith,24202,Jenson Books Inc,The Cuckoo's Calling (Cormoran Strike),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
316495964,Andrzej Sapkowski,21862,Amazon,"The Last Wish: Introducing the Witcher (The Witcher, 1)","[""Books"",""Literature & Fiction"",""Short Stories & Anthologies""]"
316497541,Andrzej Sapkowski,21862,bookoutlet1,"The Last Wish: Introducing the Witcher (The Witcher, 1)","[""Books"",""Literature & Fiction"",""Short Stories & Anthologies""]"
316498939,Robert Galbraith,42894,Jenson Books Inc,"Troubled Blood (A Cormoran Strike Novel, 5)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
316498955,Robert Galbraith,42894,Amazon,"Troubled Blood (A Cormoran Strike Novel, 5)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
031649934X,James PattersonMaxine Paetro,19581,Franklin Friends of the Library,"21st Birthday (Women's Murder Club, 21)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
316299227,Malcolm Gladwell,12835,Amazon,Talking to Strangers: What We Should Know about the People We Don't Know,"[""Books"",""Self-Help"",""Relationships""]"
316310271,Holly Black,13901,Goodwill of North Georgia,"The Cruel Prince (The Folk of the Air, 1)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
031631031X,Holly Black,13901,Amazon,"The Cruel Prince (The Folk of the Air, 1)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
316310328,Holly Black,11069,Amazon,"The Wicked King (The Folk of the Air, 2)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
316310379,Holly Black,12296,bookoutlet1,"The Queen of Nothing (The Folk of the Air, 3)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
316310425,Holly Black,12296,Mostly Tomatos,"The Queen of Nothing (The Folk of the Air, 3)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
316333425,James S. A. Corey,11732,Watson82,"Leviathan Wakes (10th Anniversary Edition): 10th Anniversary Edition (The Expanse, 1)","[""Books"",""Literature & Fiction"",""Action & Adventure""]"
316333522,Andrzej Sapkowski,21862,indoobestsellers,The Last Wish: Illustrated Edition (The Witcher),"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
316540714,James PattersonBill Clinton,19611,EB-BOOKS LLC,The President's Daughter: A Thriller,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
316556327,Madeline Miller,25601,BookOutlet USA,Circe,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316556343,Madeline Miller,25601,Jenson Books Inc,Circe,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316389706,Andrzej SapkowskiDavid French,11599,JW-Wilson,"Sword of Destiny (The Witcher, 2)","[""Books"",""Literature & Fiction"",""Short Stories & Anthologies""]"
031670704X,Stephenie Meyer,77749,California Book Bag,Midnight Sun,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
316412694,James PattersonBill Clinton,18859,Benjamins Bookshelf,The President Is Missing: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
9.78E+12,J. D. Salinger,23720,-OnTimeBooks-,The Catcher in the Rye,"[""Books"",""Literature & Fiction"",""United States""]"
7543321726,J.D. Salinger,23720,Amazon,The Catcher in the Rye,"[""Books"",""Literature & Fiction"",""United States""]"
316769533,J. D. Salinger,23720,Amazon,The Catcher in the Rye,"[""Books"",""Literature & Fiction"",""United States""]"
316420085,Elin Hilderbrand,19721,SRS Company,Golden Girl,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
316420255,James Patterson,19820,FindAnyBook,"Deadly Cross (Alex Cross, 26)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
321832019,"by Wynn Kapit (Author), Lawrence M. Elson (Author)",10129,TrustedMarketing,The Anatomy Coloring Book,"[""Books"",""New, Used & Rental Textbooks"",""Medicine & Health Sciences""]"
345350685,Alex Haley,13577,ZBK Books,The Autobiography of Malcolm X: As Told to Alex Haley,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
345376714,Alex Haley,13577,gatecitybooks,The Autobiography of Malcolm X (As Told to Alex Haley),"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
9.78E+12,Clarissa Pinkola Estes,10746,Frostwood Village,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
345396812,Clarissa Pinkola Estes,10746,VMG Books & Media,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
345409876,by Clarissa Pinkola Estés (Author),10746,Bear Books Outlet,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
345434862,Queen Afua,19431,worldofbooksinc,"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit","[""Books"",""Health, Fitness & Dieting"",""Women's Health""]"
345472322,Carol S. Dweck,11514,Retail Albatross,Mindset: The New Psychology of Success,"[""Books"",""Business & Money"",""Personal Finance""]"
358653037,J.R.R. Tolkien,17171,Boomerang Books UVU BYU,The Lord of the Rings Illustrated Edition,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]"
345514408,Maya Angelou,16235,FranklinMedia,I Know Why the Caged Bird Sings,"[""Books"",""Literature & Fiction"",""Poetry""]"
34553057,John Grisham,19766,Rich Media Direct,The Racketeer: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
345533666,William Landay,13375,-OnTimeBooks-,Defending Jacob: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
345535529,George R. R. Martin,36948,Vivé Liber Books LLC,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
345538374,J.R.R. Tolkien,20453,Goodwill of Orange County,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
345538986,Michael Crichton,10147,Amazon,Jurassic Park: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
553390791,Pierce Brown,11776,Amazon,Red Rising,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
034553980X,Pierce Brown,11776,-OnTimeBooks-,Red Rising,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
345543246,John Grisham,31304,Amazon,Sycamore Row (The Jake Brigance),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
345543254,John Grisham,25415,HOME-WORKS,Gray Mountain: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
345544978,Jodi Picoult,20527,-OnTimeBooks-,Small Great Things: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
374118043,André Aciman,16661,Eaglestone Goods,Call Me by Your Name: A Novel,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
345804325,Colson Whitehead,17466,Babs BooksBabs Books-OnTimeBooks-,The Underground Railroad: A Novel,"[""Books"",""Literature & Fiction"",""United States""]"
345804341,Colson Whitehead,17134,Rich Media Direct,The Nickel Boys: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
345806786,Stephen King,19461,Amazon,The Shining,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
374201234,Kobe Bryant,20034,Amazon,The Mamba Mentality: How I Play,"[""Books"",""Sports & Outdoors"",""Biographies""]"
345816021,Jordan B. Peterson,43801,EastcoastProducts,12 Rules for Life: An Antidote to Chaos,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
349411905,Cal Newport,10449,XpressDealsUSXpressDealsUS,Deep Work,"[""Books"",""Business & Money"",""Management & Leadership""]"
374275637,Daniel Kahneman,22138,-OnTimeBooks-,"Thinking, Fast and Slow","[""Books"",""Business & Money"",""Management & Leadership""]"
349701474,Brit Bennett,78423,VMG Books & Media,The Vanishing Half: Shortlisted for the Women's Prize 2021,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
374300216,Ann Whitford Paul,58744,Amazon,If Animals Kissed Good Night,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
374312648,Louis Sachar,15096,ThriftBooks-Reno,Holes,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
374360960,Deborah DiesenDan Hanna,20615,Jenson Books Inc,"The Pout-Pout Fish (A Pout-Pout Fish Adventure, 1)","[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
374360979,Deborah Diesen,20615,Amazon,The Pout-Pout Fish,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
374386137,Madeleine L'Engle,10229,Bnservices,"A Wrinkle in Time (A Wrinkle in Time Quintet, 1)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
374533555,Daniel Kahneman,22138,Vivé Liber Books LLC,"Thinking, Fast and Slow","[""Books"",""Business & Money"",""Management & Leadership""]"
375507892,Maya Angelou,16235,better books quality,I Know Why the Caged Bird Sings,"[""Books"",""Politics & Social Sciences"",""Sociology""]"
375805613,Jon Stone,23181,Amazon,The Monster at the End of This Book (Sesame Street) (Big Bird's Favorites Board Books),"[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
9.78E+12,Barbara Park,13409,MediaFlow,Junie B. Jones's First Boxed Set Ever! (Books 1-4),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
9.78E+12,Mary Pope Osborne,16279,-OnTimeBooks-,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
375823115,Dr. Seuss,10057,gatecitybooks,Happy Birthday to You! (Mini Pops),"[""Books"",""Children's Books"",""Holidays & Celebrations""]"
375831002,Markus Zusak,31084,Jenson Books Inc,The Book Thief,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
375842209,Markus Zusak,31084,glenthebookseller,The Book Thief,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
375851569,Dr. Seuss,17588,Collect Musings,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)","[""Books"",""Literature & Fiction"",""Poetry""]"
375969020,R. J. Palacio,32482,AP Books and More,Wonder,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
380730405,Daphne Du Maurier,10678,-OnTimeBooks-,Rebecca,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
380807343,Neil Gaiman,10883,The BookBank,Coraline,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
380977788,Neil Gaiman,10883,Jenson Books Inc,Coraline,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
385121679,Stephen King,19461,Apex_media🍏,The Shining,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
385199570,Stephen King,22356,Momma's Media,The Stand: The Complete and Uncut Edition,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
385302304,Diana Gabaldon,38182,EZSHOP7,Outlander,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
385302312,Diana Gabaldon,18323,Amazon,Dragonfly in Amber (Outlander),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
385302320,Diana Gabaldon,15337,Mr carters,Voyager (Outlander),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
385312083,Kurt Vonnegut,10947,worldofbooksinc,Slaughterhouse-Five: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
